Starting new run: with args Namespace(algo='ppo', alpha=0.99, clip_param=0.1, cuda=False, cuda_deterministic=False, entropy_coef=0.01, env_name='Warehouse', eps=1e-05, eval_interval=None, fnn_hidden_sizes=[512, 256], gae_lambda=0.95, gail=False, gail_batch_size=128, gail_epoch=5, gail_experts_dir='./gail_experts', gamma=0.99, log_dir='/tmp/gym/', log_interval=100, lr=0.00025, max_grad_norm=0.5, num_env_steps=4000000.0, num_mini_batch=8, num_processes=10, num_steps=8, ppo_epoch=4, rec_hidden_size=128, recurrent_policy=True, save_dir='./trained_models/', save_interval=100, seed=20, use_gae=True, use_linear_lr_decay=True, use_proper_time_limits=False, value_loss_coef=1.0, yaml_file='IAM_static')
And parameters: {'env_type': 'warehouse', 'num_frames': 1, 'influence': True, 'attention': False, 'automatic_dpatch': False, 'manual_dpatch': True, 'inf_num_predictors': 73, 'dset': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72], 'inf_seq_len': 8}
0,80,157,80,0.025,0.0,0,1,1.7311676852405071,4.014947735704482,-0.03327582869678736,0.5079288482666016,
100,8080,219,100,0.15,0.0,0,1,0.7668646303936839,0.38711007649544626,-0.02898062765598297,36.76861119270325,
200,16080,220,100,0.21,0.0,0,1,0.37798559898510575,0.06359260546742007,-0.018398667685687542,73.03149795532227,
300,24080,220,100,0.17,0.0,0,1,0.27582424273714423,0.867810628231382,-0.010596282547339797,109.1592185497284,
400,32080,220,100,0.22,0.0,0,1,0.33507055160589516,0.028093156737668323,-0.01410433929413557,145.28982734680176,
500,40080,221,100,0.19,0.0,0,1,0.26142393611371517,0.02753441173445026,-0.012429158785380423,181.2670304775238,
600,48080,221,100,0.16,0.0,0,1,0.19244812265969813,0.017728661299770465,-0.01639627106487751,217.27245020866394,
700,56080,221,100,0.21,0.0,0,1,0.45549091417342424,0.41523156457333243,-0.009951243526302278,253.24795985221863,
800,64080,221,100,0.22,0.0,0,1,0.41667034989222884,0.10899499321749317,-0.016349691431969404,289.40543484687805,
900,72080,221,100,0.27,0.0,0,1,0.3939313916489482,0.00836897447152296,-0.01723828900139779,325.1133577823639,
1000,80080,221,100,0.14,0.0,0,1,0.5696775475516915,0.24098904078709893,-0.008493973058648407,361.2129783630371,
