Starting new run: with args Namespace(algo='ppo', alpha=0.99, clip_param=0.1, cuda=False, cuda_deterministic=False, entropy_coef=0.01, env_name='Warehouse', eps=1e-05, eval_interval=None, fnn_hidden_sizes=[512, 256], gae_lambda=0.95, gail=False, gail_batch_size=128, gail_epoch=5, gail_experts_dir='./gail_experts', gamma=0.99, log_dir='/tmp/gym/', log_interval=100, lr=0.00025, max_grad_norm=0.5, num_env_steps=4000000.0, num_mini_batch=32, num_processes=32, num_steps=8, ppo_epoch=4, rec_hidden_size=128, recurrent_policy=True, save_dir='./trained_models/', save_interval=100, seed=0, use_gae=True, use_linear_lr_decay=True, use_proper_time_limits=False, value_loss_coef=1.0, yaml_file='RNN')
And parameters: {'name': 'RNN_warehouse', 'env_type': 'warehouse', 'num_frames': 1, 'time_horizon': 8, 'fully_connected': True, 'convolutional': False, 'recurrent': True, 'seq_len': 8, 'influence': False}
0,256,261,100,0.11,0.0,0,1,1.3856646632775664,3.243129868977121,-0.01001460338011384,0.9796524047851562,
100,25856,228,100,0.2,0.0,0,1,0.8320838906802237,0.06512201597797684,-0.01786982498015277,113.06242108345032,
200,51456,227,100,0.36,0.0,0,1,0.44087157351896167,0.0367796153332165,-0.010572558239800856,226.65385556221008,
300,77056,236,100,0.24,0.0,0,1,0.3423511767759919,0.010253446306705882,-0.0044617337407544255,325.1942834854126,
400,102656,253,100,0.35,0.0,0,1,0.26223632946494035,0.012934956060234981,-0.008479198440909386,405.24758434295654,
500,128256,263,100,0.34,0.0,0,1,0.24485084653133526,0.008340814980783762,-0.011417168425396085,486.1334240436554,
600,153856,267,100,0.4,0.0,0,1,0.23963495818316005,0.00619939869125119,-0.008235715387854725,575.6530148983002,
700,179456,271,100,0.51,1.0,0,1,0.22324379824567586,0.011375661920737912,-0.009280212107114494,661.0803258419037,
800,205056,275,100,0.43,0.0,0,1,0.2679475281620398,0.006251769247683114,-0.010293954925145954,743.7165591716766,
900,230656,279,100,0.39,0.0,0,1,0.2298723544809036,0.00659064868978021,-0.01131533623629366,826.0199358463287,
1000,256256,281,100,0.35,0.0,0,1,0.24336471530114068,0.006496802020365067,-0.011550697847269475,911.4190473556519,
1100,281856,282,100,0.35,0.0,0,1,0.2636884140665643,0.006636936389440962,-0.012783168611349538,997.1907176971436,
1200,307456,284,100,0.49,0.0,0,1,0.1681127940537408,0.00539458251000724,-0.007302454527234659,1081.3335196971893,
1300,333056,284,100,0.5,0.5,0,1,0.12855843733996153,0.006406560371260639,-0.0035875795874744654,1168.9934673309326,
1400,358656,286,100,0.46,0.0,0,1,0.17083379793439235,0.003804407347843153,-0.01023112892289646,1252.4616730213165,
1500,384256,285,100,0.49,0.0,0,1,0.20914614105276996,0.004290099263243974,-0.007470953103620559,1346.7407021522522,
